review,rating
"makasih kk paketan sudah aku terima,, makasih juga buat mas kurir y yah alhamdulilah barang y mantul banget,,bagus lancar setelah di cuba ",5
"barangnya ok mulus & kemasan kardusnya sesuai gambar , kurirnya sudah langganan
tapi sayang agak longgar pas di pasang di galon barang nya , tapi gk papa terimakasih",4
"barangnya ok, sesuai ekspektasi pokoknya puas belanja di lazada. slalu belanja Alhamdulillah blm pernah kecewa ",5
"Barang sdh saya terima, namun msh di cas blm dicoba

barang sdh dipakai dan tdk ada masalah... thanks buat olala",5
"tiba juga yg di nanti, blom di bongkar karna emang ga kepingin di bongkar.
smoga sehat-sehat saja ni barang.",5
"Barang sesuai gambar n deskripsi
Sudah dicoba dan berfungsi dengan baik
Pengiriman cepat tgl 21 pesan, tanggal 22 sudah sampai rumah",5
"sesuai pesanan, pengiriman standar lah,kurir ramah,kirain ada colokannya ternyata kabelnya doang to gpp lah.mudah2n awet",5
"barang bagus ...berfungsi dengan baik gk ada ya cacat ,,,coba dicharger normal...bisa jadi langganan ditoko ini lagi...terimakasih seller dan lazada sukses selalu...",5
"Barang udh nympk mantul bngt Alhamdulilah lngsung dpkek , bagus bngt smuax berfungsi dg baik. Kurir jg ramah",5
"Paketnya udah di terima dengan baik...
Serta berfungsi.dengan.Baik buat kalian yg mau belanja dont worry dah buat.belanja soalnya barang yg di tawarkan berkualitas,dan.buat seleranya sukses terus yak",5
"allhmdulillah barang sudah keterima dg kondisi mulus tanpa cedera,,tp blm di coba,,mudah2n bagus dan awet,,packing rapih,,kurir ramah,,
makasi bwt lazada dan penjual,,semoga makin sukses ya penjualan nya,,",5
"Paket sampai dg aman, tapi sayangnya kotak hanya dilapisi pembungkus plastik biasa saja tanpa ada bubble wrap. Sy temukan kotak penyok di beberapa bagian kotak. Untungnya alat tidak rusak selama pengiriman. Utk pengiriman cukup lama ya, melebihi waktu estimasi. Utk kurirnya baik dan ramah, selalu menghubungi kalau beliau sudah di depan rumah utk mengantar paket. Sejauh ini cukup puas dg pelayanan seller dan Lazada. Terima kasih ya 🙏",4
"paketannya sdh mendarat dngn slmt...belum d'coba see to mudah""an bagussss.....makasih lazzada'n seller juga kurirnya👍👍👍",5
mkasih lazada brang sda nyampe dan langsung di pakai...mantap bangat...suka bngat...mkasih buat bpk kurir nya...rekomen deh..,5
"barang sudah sampai dan bagus sesuai keinginan..thx lazada,thx buat kurir nya..poko nya top lah..tp blm nyoba di cas sih,,tp barang nya ok lah",5
"barang sudah diterima dengan aman dan selamat, terima kasih buat. semuanya....  recomended bangett buat anak koss :)",5
"terimakasih ya lazada, barangnya sdh sampe dan pas buka barangnya sesuai pesan saya dan bagus bgt, ga kecewa beli disini. Pengerimannya juga cepat, kurirnya juga baik bangat.",5
"barang realpict d charger ok d coba berpungsi dgn baik skli ,,pko ny TOP dehhh mksihh lazada n seller + kurir ny ",5
"mantaaap 👍👍..barang sudah sampai sesuai estimasi,pakan rapi,cocok,dan sudah di cek hasilnya ok,cek di cas ok.trmksh",5
pompa galonya mantul berfungsi dengan baik dan tidak ada kendala kurirnya ramah lagi next order di sini lagi rekomended lah toko nih😊,5
Paket sampai dalam keadaan baik meskipun tidak ada bubble. Sudah dicoba dan mesin nyala dengan baik. walaupun pencetan untuk keluar airnya agak keras. Suara juga tidak terlalu berisik.,5
"Bagus , sudah di tes, ternyata lumayan kenceng alirannya, cuma di bungkus plastik doang pengirimmanya",5
"Alhamdulillah brg sdh smpai tepat waktu,sesuai psn'n dan berfungsi dg baik..
mksh y.. sukses trs buat seller'y
",5
"Maav baru kasih ulasan ,,pompa galon elektrinya sesuai pesanan berfungsi dengan baik,,,makasih seler dan abang kurir langganan dari LEX EXSPRES",5
"Barang datang kondisi terbungkus rapi dan masih segel, akan tetapi setelah di buka barang berubah ada goresan lebar bukan tanpa mungkin unsur kesengajaan atau saat pemengemasan tidak di lihat terlebih dulu, yeah kecewa tapi mau gimana lagi kalau di refund untung2an masih nunggu lagi, dengan harga sale pun ternyata tidak menjamin kondisi barang perfect",1
"baguuuss.... paket rapih, barang jg bagus dan simpel, ga perlu repot tinggal klik! cm  suaranya aj yg bikin kaget pas pertama kali nyobain alatnya...he..he..",5
"akhirnya sampai jg sdh sempet mau di batalin krn lama gak di respon2...
Alhamdulillah barang sampai tanpa cacat dan bisa berfungsi dengan bagus, smg aja awet...
makasih lazada...",5
"barang mantul, sesuai gambar, berfungsi dengan baik.. hanya saja suara terlalu keras, tapi oke lah buat harga nya👍",5
pompa galon elektriknya bagus dan langsung dicoba berfungsi dengan baik. terima kasih seller dan lazada,5
alhamdulillah barangnya bagus...pengiriman tepat waktu ...mksh buat seller dan kurirnya...mksh jg lazada...,5
"siiiip dah Mantul banar, barang berfungsi dengan baik, puas belanja disini, semoga tambah sukses untuk kedepannya... order kedua kali untuk ibu he-he-he Abang kurir langganan sopan",5
"Alhamdulillah barang pesenan ku udah sampe kemaren, barang berfungsi dengan baik, mudah²an awet, makasih lazada, makasih juga buat abang kurir nya",5
"Paket sudah mendarat dengan selamat,, kualitas barang baguss dan gak mengecewakan... kurir lazada ny sangat ramahh... gak nyesel deh belanja di lazada... makasih",5
berfungsi dgn baik...tapi sy minta warna hitam dikasih warna putih...thx seller dan lazada..kurir baik,5
barang ok blom dicoba tpi ke galon nya lasung tpi nyala Dan dicas jga normal.. moga awet ja dah.. takzs gan.. 😀😀,5
"Barang nya bagus real pict, warna nya juga sesuai pesanan pokoknya ga nyesel deh.... smoga awett ya... kurirnya jg udah langganan👍",5
alhamdulillah udeh sampe..lucu bentuknya...kurirnya  juga baik sabar mau nunggu .....mantul dah semuanya....thanks lazada dan kurirnya ,5
"Cukup puas, Produk sangat berfungsi dengan baik, harga terjangkau, pengiriman sangat cepat, kurir ramah tankz lazada 🙏🙏",5
alhmdulillah terima kasih paket sudah sampai batang bagus pengiriman juga cepat di kemas dengan rapi. tapi cas*an agak susah. ,5
maaf baru ngasih ulasan barangnya alhamdulilah dah nyampe produk brfungsi dngan baik mlahan dah sy pake ,4
"Mantull gan brgnya, Berfungsi dgn baik,.Sukses trs gan, semoga awet, kalo awet brg nya, pengen beli.lg.dah hahaha",5
"saya pesan 2 dan keduanya gak ada kendala sama skali, packing juga rapi, good lah pokoknya, terimakasih",5
paket sudah sampai mantaf top markotop...saya sangat suka blanja di toko ini..trimakasih lazada trimakasih buat Abang kurir nya juga mantafff..,5
"kabel charger.nya gk isa msuk
jdi hrus bli kbel charger lgi😔
mnta tlong bsok2 klo mau d kirim d priksa lgi
pengiriman sesuai estimasi
buat kurir n lazadanya 👍👍👍",3
paket sudah d trima sesuia dngn pesanan.. packing rapih brng bgus... thanks lazada riseller dan mas kurir yg ramah nex order lg ,5
"paket y sampe udeh,isi y jg bener,kyk y sih bagus klo harga y sgtu 😊,thank's lazada,kurir and toko y",5
"alhamdulillah barang yang bagus
sudah di coba berfungsi dengan baik tapi gak tau beberapa hari kemudian. 
terima kasih lazada kurir nya jugak ramah🙏🙏🙏",5
"sesuai pesanan..,👍
barang befungsi dengan baik👍
cukup sekian & terima kasih..🙏
lazada & toko nya🙏
& jg kuruir nya👍",5
"Paket sdah sya terima dgn baik dan sesuai keinginan,terima kasih lazada dan tokonya jga buat kurirnya..Top semua 👍👍",5
paket sudah datang dengan selamat packing rapih bagus banget bisa langsung di coba ternyata berkualitas terimakasih seller terimaksih kurir dan Lazada ,5
"barang sesuai pesenan, pengiriman barang cepat dan sdh dicoba hasilnya ok terimakasih lazada semoga semakin sukses",5
alhamdulilah pesenan nya lumayan bagus sesuai dengan pesan nab makasih lazada dan untuk kulir nya pun ramah ,5
mantap jiwa. berfungsi dengan baik. batre awet. pengiriman cepat. kirir ramah. terima kasih untuk semuanya,5
"barangnya sudah sampai dari Minggu lalu...pengiriman cepat, saya beli 2 barang...barangnya bagus semua cuma yang satu agak kecil ngeluarin airnya. tapi sejauh ini barang bagus",5
pengiriman cepet bngt .. top banget ... blum d coba mudah2an awet 🙏 cuma agak aneh bentuknya di bagian selang stanless'y itu .. agak penyok pas pembuatannya 🙏 tp okelah .. ,4
"brngnya dah kterima ...dan bgus juga dn alhmdullah kurirnya ramah...baik ehh taunya pas buka masker temennya suami aku wktu dlu kerja .....

tq yahhh lazada..",5
"akhir nya paket smpe juga Peking rapih gk nyesel belanja di toko sini kurir langganan ..makasih lazada 
",5
"Barang ga bisa dipake! dicas seharian pun ga bisa dipake
mau diretur minta packing resi, padahal resi pasti  ada diriwayat Pemesan 
saya ikhlaskan uang segitu buat barang rusak ",1
"paket telah di terima barang nya bagus 🖒🖒🖒🖒🖒berpungsi dengan baik saya suka, terima kasih lazada seller dan kurir",5
"pengiriman cepat,paking rapih.barangnya bagus.berfungsi dengan baik.tanks lazada dan seller.sukses trus",5
"Barang Baguz... Berfungsi dengan baik, Tetapi ada minus, yaitu saat pengisian baterai sampai penuh, membutuhkan waktu yang lumayan lama, Overall bagus sih ",4
"Alhamdulillah udh sampe bagus bgt,dan berfungsi trus paket cepet nyampe cmn sehari trus pelayanannya juga bagus banget, dan gak mengecewakan makasih....",5
"Terimakasih, sangat bermanfaat dan memuaskan walaupun pengiriman aga sedikit lama mungkin karna terhambat oleh situasi",5
"jalan jalan beli dupa
beli dupa sma pepaya
sy ga banyak ucapin apa2
semoga lazada lancar jaya..
terima kasih paketannya,  realpict.. 😊😊🙏",5
"sudah smpe....ini pmbelian yg k 2x
pembelian prtm 2 mgu d pake brgy rusak ga jalan lg..sy coba ini beli lge..mudah2 awet.....klo ini cpt rusak ga akan beli lge haha..",5
"maaf baru kasih ulasan barang sudah sampai, belum di coba semoga bagus dan awet. sukses dan semangat toko dan lazada.",5
"Barang diterima, alhamdulillah memuaskan,sdh dipergunakan selama 1 bln,tdk ada kendala.
baterai awet tahan 2 minggu kalo udah di charge",5
bagus . produk original berfungsi dengan baik.. praktis jadiii GK repot repot angkat galooon thank lazada dan seller,5
"keren cpt bgt nymp nya, barang sesuay psanan berpungsi smuanya.! kurir ramah, ok makasi sukses terus lazada/toko nya🙏🙏",5
maaf baru bisa kasih ulasan...ok bgt nih producknya...udh bbrpa hari pakai masih on...kuat baterainya....mkasih ,5
"Barang Pokoknya mantap mantap dan mantappp... 😘😘
Pengiriman sangat cepat dan kurir sangat ramah.. 
Keren pokoknya👍👍",5
"paket mendarat dengan selamat, barang sesuai pesanan dan berfungsi sangat normal. ternyata tinggal pencet doang dan bisa d cad barang nya,mungil dan bsa d bawa kmna mna, mantap lah. maksih lazada.",5
"trimakasih barang sudah sampai cepat 
sesuai di skrip respon cepat bagus recomend 
semoga bisa jadi contoh buat toko tokomlain",5
maaf baru ksh ulasan alhamdllh barngnya sdh samai kmrn siang waw cpt bngt respon penjual bagus barangnya pdhl bru kmrn pagi pesan sehari dah sampai gak kecewa dech real pick kuriernya jg ramah alhamdllh blnj d lazada gak pernah kecewa sy pokoknya sukses ya bt smwnya seler sm lazada next aq lg msh tunggu pket selnjtnya nich 😊😊😊,5
"barang iya sdah mendrat iya.. dan mantul bangt brang iya..
thanks lazada dan seller iya juga
semoga trus lancar iya .. amiin",5
alhamdulilah makasih lazada makasih seller dan pak kurir barangnya bagus cuman atasnya baret2 sedikit tpi gpp yang penting pungsinya oke ,5
barang y bagusss realpickk😍😍😍mksh lazDa mksh seler gx pernah kecewa alhamdulillah blnja d lazada...kurir y juga udah langganan..👍👍👍pertahankn kualitas buat seller y,5
alhamdulillah paket dh sy teri5. sy sanggat sanggat puwassss n alat ni sangat membantu n meringankan krj'n ru5h sy. barang sesuwai pesanan .kk yg nganterin paket pun ramah n sabar. ,5
"alhmdullilah barangnya sudah smpai pngiriman cepat tidak ada cacat sedikit pun,kcuali klo di cas mati2an mulu...ok lah sip ",5
"alhamdullah barang sudah smpai tidak ada cacat sedikit pun,cuman klo di cas knpa mati2an mulu ya...
",5
baru kali ini belanja di lazada saya sangat kecewa. barangnya tidak berfungsi sama sekali. di charge juga gak mau nyala lampunya. pas dicoba gak mau nyedot airnya. tolong dong kalo bisa dituker barangnya. percuma saya bayar kalo barang gak berfungsi dengan baik!!!,1
real pict berfungsi dengan baik sesuai harapan dan yg sy dapat sesuai dg deskripsi yg di berikan penjual,5
"Barang Sesuai dan Nyampe Lumayan Cepet, Lebih Cepet 1 Hari Dari Perkiraan Jasa Pengiriman.
Cuman Bunyi Barang Ketika Dipakai Lumayan Kenceng.
Tapi Pokoknya Puas Lah.",5
"langsung saya pakai, berfungsi sangat baik tapi sempet kaget karena ada bunyinya kaya mesin pompa tapi gak apapa mungkin itu cara kerja nya. cuma kurirnya aja yg mesti di perbaiki karena tidak konfirmasi sebelum di kirim dan tidak ramah kurirnya..",5
"barang ok sesuai keinginan seller nya ramah baik hati dan tidak sombong responsif rekom mantul dah 


, terimakasih lazada ,,",5
"Alhamdulillah barang memuaskan ,pengiriman juga cepat semoga makin di beri kelancaran dalam usahanya terimakasih 
Kurir juga baik,sangat ramah",5
"Mantuulll... Pesanannya sudah sampai, packingnya rapih dan barangnya sesuai dengan deskripsi. thanks lazada dan seller.",5
"Pesanan ke 3 x sebanyak 4pc sudah saya terima lengkap. Baru pesan kemarin siang & saya terima sore tadi.
Produk sudah saya ceq & berfungsi baik semuanya.
Recommended Seller !!!
Terima kasih & GBU.",5
"Terima Kasih paketnya sudah datang,cepat banget baru kemarin pesan eh tadi sore udah dateng aja barangnya bagus pokonya puas deh,next pasti bakal order lagi😊",5
Brg ny Cepet bgt dtg ny kmrin pesen skrg dah nympe lg. mksh seller ny mksh jg buat Abang kurirnya. HBD Lazada.,5
"alhamdulillah sudah sampe. 
dapet potongan banyakan. 
harga 26.000 sm ongkir 6.100 . 
karna saya dapat potongan jadi 6.100.
rezeki 😇
terimakasih lazada, saya fikir barang tidak sampai. karna harga nya jadi 6.100 di aplikasi saya. ",5
"Barang sesuai pesanan dan berfungsi, proses dan pengiriman cepat,  pesan kemarin hari ini datang, thanks lazada seller dan kurirnya... good job 👍👍",5
"barang mendarat dgn mulus, bagus semoga aja gak mengecewakan yh...  kurirnya jga udh langganan dan terimakasih buat tokonya semoga sukses tapi ini Chargernya gak ada kepalanya gimnh si... ",5
"barang yg dipesan sdh diterima dgn baik...packing jg rapi, dtg tepat waktu sesuai estimasi, blm dicoba sihh..semoga awet,  sukaa banget belanja di Lazada. ..thanks yaaaa..",5
"produk nya bagus selamat deh lancar jaya yaaaa
kata teman saya kalo bisa bikin produk yg ada air panas nya wkwkwkwkwkwk",5
"terima kasih lazada barang pesanan sdh Sampai packing nya rapi sangat memuaskan setiap beli g kecewa terima kasih lazada.
",5
"Maaf baru kasih ulasan, 
Ok bgt, ekonomis, mudah d gunakan dan g nyusahin dr beli mpe skrg baru cas 4 kali tu pun g lama dh penuh,,, top bgt makasih y",5
"Saya memilih warna HITAM, dikirimi warna putih, percuma ada kolom pilihan RANDOM, HITAM, PUTIH.... kalau gak bisa penuhi warna pilihan, jangan bohongi konsumen dengan pilihan warna di menu... cukup RANDOM",1
alhamdulillah barang sudah sampai.datang sesuai pesanan..dan kurir nya sangat sopan juga baik orangnya..trimakasih lazada..saya tinggal nunggu paket yg lainya datang..mksii,5
Respon penjual sangat cepat. Kondisi barang bagus. Packing rapi. Tanpa hrs chat lgsg diemas Dan dikirim. Sukses selalu untuk tokonya ka. Seller baik d pengiriman jg lbh cepat Dr perkiraan.  Makasih LEL. ,5
"Paket dah mendarat dgn selamat... Barang oke sesuai permintaan... Sesuai dengan harganya... Mudah2an awet... Mantap...
Buat kurirnya oke banget fast respon... Mantap",5
"Terima kasih lazada paket sudah sampai dan kondisi baik semua, kurir dan pengirimannya juga biak. Saya puas.",5
"Mantul... Barang nyampe dgn selamat. Walau packing g pake pengaman.
Pesan 3 baru d cek 1
Lancar normal",5
Alhamdulillah realpict   seneng bgt  skr belanja besok dtg belanja di sini... penjual amanah bgt ... gak kecewa .. dikirim gak kurang  dan cacat  ...👍👍👍,5
"Barang sesuai gambar......
pesen 2 minta hitam putih yang datang putih hitam
Mantul berfungsi semua thank's",5
"maaf baru kasih ulasan.. barangnya bagus tidak ada yg cacat masih segelan pula.. pengiriman jg 
cpt, terimakasih sukses terus",5
Awal ya kecewa pesen 2 pompa galon dikirim 1 tp setelah komplain ke seller janji mau dikirim lagi ya 1 e setelah 5 hari barang yg kurang td udah dateng aja mkciih puas bgt alhamdulilah,5
"pembelian ke 3, semoga tetangga makin pada mau ginian amiin, biar bisa order lagi",5
"top top abissss ngga nyeselll pokonya yg belanja di toko ini ngga rugi dehhh dijamin 100% ngga nyeselll .kurir nya juga jempollll dehhh 

terimakasih olala",5
"packing rapih, pengiriman cepet, barang berfungsi dengan baik, sukses terus buat tokonya.
Terima kasih",5
mohon maaf baru sempet ksh ulasan... pompa galon elektrik ny berfungsi dengan baik... langsung d coba... kurir ny ramah.... pokok ny puas belanja dsni...,5
"tidak ragu lagi blnja di toko ini Amanah bngt barang2nya bagus packing nya juga rapi
untuk yg kirim favorite saya lex... ",5
"pompa galon, juga juicer yang datang sesuai yang di pesan 👍 pengirimannya juga datang lebih awal dari yang diperkirakan. adminnya juga ramah. 👍 recommend buat yang mau mesan",5
mf baru kasi ulasan barang nya bagus keluar air nya pun kencang mantul deh.. kurir nya pun sdh laganan thx seller dan lazada,5
"alkhamdulillah barangnya bagus dan berfungsi baik,trimakasih buat smuanya,smg sukses sll jualannya🙏",5
"barang sampai tadi siang,  cpt bgt,  maaf baru kasih  ulasan.. Alhamdulillah sy pesan 2 barangnya bagus moga awet.  mksh seler,  mksh Lazada mksh kurir",5
"2pc pompa galon pesanan yg ke 2x ini sudah saya terima petang tadi, sudah sy coba & keduanya berfungsi normal.
Dari proses pemesanan kemarin pagi sampai diterima, ga sangka cepat sekali, padahal baru pesan kemarin.
Packing juga rapi & aman.
Overall... Sangat Recommended !!!",5
Alhamdulilaah barang sudah diterima...pengiriman cepat...packing rapih....kurir ramah....terima-kasih Lazada.....,5
paketnya udah sampai baru psan malem.. siangnya sampai.. d coba juga barangnya okee.. berfungsi sempurna.. kurir ok.. pertahankan ya ,5
alhamdulilah paket udah sampai maksih lazada dengan harga se gitu lumayan bagus blm di coba sih mudah2an GK ada yg rusak yah maksih lazada selalu puas blanja di lazada kurir langanan ,5
"barangnya udh sampai,,packing rapi, kurirnya juga ramah, udh beberapa x order pompa galon disini..alhamdulillah sangat memuaskan belanja di toko ini ",5
maaf baru kasih ulasan alhamdulilah udah 2x beli di toko ini gak pernah kecewa tokonya amah bgt gak nyesel deh klo blnja di toko ini mah makasih lazada moga barangnya awet,5
😁😁😁 pompa nya keren habis ❤❤❤ semoga jadi langgan ya😁😁👍👍👍👍👍 makasi mas kurir nya uda anter,5
"paket sudah sy terima, pompa galon elektriknya berfungsi dgn baik.. kurirnya jg ramah. makasih lazada",5
alhamdulillah pesanannya sudah sampai...barangnya bagus ..komplit dan berfungsi dengan baik terimakasih lazada,5
"bagus barangnya udh 2 kali order disini cepat  dan ga mengecewakan saya rekomendasikan toko ini... 
",5
"alhamdulilah paket dah sampe,paketnya cpt bgt dari estimasi,pokoknya barangnya bagus ga bakal nyesel belanja disini recomended bgt deh
makasih lazada,seller,dan kurirnya sopan ramah bae lg dah langganan good job👌👌👌👌👌",5
"Terimakasih Barangnya telah datang dengan selamat dan berfungsi dgn baik.Bungkusnya jg rapi dan bagus.kurirnya sopan dan tepat waktu dlm pengiriman nya, Terimakasih Laza is the best.",5
"Barang bagus,packing rapih,Respon chat baik,
pkok nya gak nyesel belanja di sini,
thanks seller,lazada,dan kurir yg baik:v",5
"Alhamdulillah paket nya diantar sampai ke t4, pesanan nya dlm keadaan baik,, dan puas,, waktu di buka sama suami langsung berebutan pompa galonnya,, terima kasih semoga toko ini selalu amanah ",5
"Makasih olala jakrta.. Pket dh smpe dengan selamat, brngy juga ok dan komplit.. Cuman kardusy aja penyok2 tp dalamnya aman.. Thanks lazada.. Bisa sllu di percya dlm blnja online ku.. Heee smoga mkin sukses.. Buat abang kuriry jg mksh.. Lngganan terus ama abang kuriry.. ",5
"alhmdlilah pket udh mndarat.dgn aman,paking bagus,kurirnya juga ramah.cuman blum d coba lgi d cas dlu smoga bagus.tank lazada.",5
"paket sampai dg selamat. td sdh dicoba dan berfungsi dg baik. semoga awet. trimakasih lazada,seller n kurir",5
"barangnya realpict seler amanah pesen 3 yg dtng 3 pertahankan.
pengepakan asal hanya d bungkus kertas duangan jd kardusnya pada penyok tp isinya ga ada masalah.
pengiriman lebih cepat dr estimasi mantap.
kurir ramah",5
"alhamdulillah barang sdh diterima pesannya hitam yg datang putih semua,semoga barangnya tidak cacat dan berfungsi semua soalnya blm buka masih segel,terima kasih senang berbelanja di toko ini",3
"gimana sich ini Lazada, saya pesan 1 item kenapa di bawakan 3 item....dan saya di harus kan bayar 3 item sekaligus....jadi kapok belanja online di lazada
",2
"lumayan bagus terima kasih lazada,seller semoga selalu amanah ini pembelian kedua yg pertama suami yg pesan
 & bapak kurir nya.",5
alhmdllh paket nya nyampe dngan slmat kurirnya langganan dan ramah..hehehe....sesuai pesanan dan berfungsi smua dngn baik thnk seller dan lazada😊🙏,5
alhamdulillah barang sampai dengan selamat..faking rapih..tapi blom dipakai mau apa tidak..maksih lazada,5
"barang yaa real pict , kirain gede barang yaa kaya difoto ternyata asli y unyu² bgt tpi tmn sya suka makasih semoga awet barang y bagus😊",5
maaf baru kasih ulasan ... barang memuaskan makasi lazada.. buat mas kurirnya maaf ya udh nungguin lama,5
"Barang belum saya coba semua soalnya mau di jual lagi, tapi yg saya coba sudah berfungsi normal dan bagus. saran alangkah bagusnya lagi juka pengiriman barang di masukkan dus lagi biar lebih aman apalagi kayak saya yg mau di jual lagi dan boxnya ada yg penyok dikit.",5
alhamdulilah pesannan sudah sampai dzngan slamet.  peking rapih kurir ramah pungsi normal. pokoe jos gandos. ,5
sesuai amanah.. harga murah kwalitas ok.. tks ya lazada.. slama belanja di lazada alhamdulilah  gak pernah kecewa.... ,5
"Barang sesuai pesanan dan tiba dengan selamat, tanpa cacat. Instalasi dan penggunaan mudah. Dilengkapi sertifikasi dan petunjuk penggunaan. Overall, I like it. Terimakasih Lazada, seller, dan kurir.",5
"Packing nya rapi... Kirimannya cepat, kurirnya udah jd langganan sya di lazada, ramah bangat, barang nya udah sya pake, membantu bangat ... Anyway thanks alots for lazada 🙏👍
",5
yang dua nya pompa nya uda sampe kurir nya rama dan murah senyum  pompa eletrik nya bagussss banget terima kasi lazada ❤❤❤❤❤❤❤ semoga jadi langgan nan terus ya barang tidak mengecewa kan 😁😁👍👍👍👍👍👍,5
lagi lagi barang nya bagus dan mantep 👍👍👍👍💋💋💋❤❤❤ muda mudahan 2 dua lg  bagusss lagi ya seperti ini 😁😁😁😁 jadi langgan nan lagi😁😁,5
"alhmdllh pket dh nympe, ,  jjur cept bngt kemren pesan hri ni dh nympe,  is the best buat toko ma Lazada, ,  packing rapih bngt isi y lengkp ,n brpungsi dengn sempurna,   nggk kecewa deh belnja d toko ni,  nggk kecewa jg belanja lewt LAZADA,  pokok y TOP MARKOTOP, ,  Kurir y jg dh lngganan bngt mkasih mas,  10 bintang deh aq kasih buat semua y, ,  ",5
barang nya sudah sampai.. pengiriman nya cepat.. packingan nya sangat rapih.. dan barang sangat bagus.. saya sangat puas.. respon penjual pun baik dan cepat.. terima kasih.,5
"alhamdulillah udah di terima dengan baik.. dan barangnya semua berpungsi dengan baik
twrimakasih seller",5
paketnya dah mendarat dengan selamat tidak ada yang cacat berfungsi dengan baik.. makasih seller n lazada,5
"paket sudah diterima sesuai dengan gambar, barang bagus, pengiriman cepat, salut dengan toko ini, terima kasih lazada.",5
"terima kasih barang sampai tepat waktu, dan berfungsi dengan baik.. paket pun dikirim rapih.. memuaskan",5
"barang bagus, packing rapih, kurir ramah banget, cuma pengiriman agak melenceng dari waktu yg ditentukan, yaa gapapalah yang penting sampe dan tidak mengecewakan, thanks lazada",5
pengemasan rapi banget respon penjual ramah pake banget👍👍👍..barang oke udah di coba tapi berisik ya..tapi oke lah ga masalah sesuai dengan harga..makasih kaka makasih lazada.😘😘😘😘,5
"Awalnya kecewa pesan 3pcs yg dtg 1pcs,langsung chat seller dan direspon baik dgn dikirim lg kekurangannya..berkah & maju terus tokonya👍🏻",5
"sudah saya terima ,tapi saya blom buka karna ini pesanan orang, semoga berfungsi dengan baik , terimakasih 🙏
",5
"alhamdulillah barang uda nyampek dgn cepat,,,  barang sesuai, bagus, n berfungsi dgn baik semua
trims lazada",5
"Ini dah ke 5xnya saya beli di toko ini sama yg sekarang pompa galon elektriknya alhamdulillah sllu tidak mengecewakan...alhamdulillah arangnya berfungsi dgn baik semua,meskipun pengiriman yg sekarang saya minta warna hitam tpi yg datang putih katanya random dikirimnya ttpi saya ttp suka.abang kurirnya dah langganan saya,terima kasih toko olala LAZADA😊😊😊",5
"makasih kak,barangnya udah sampek dg selamat..
gk ada yg lecet,pengemasannya pun rapi..
smua berfungsi dg baik😀
thanks bngt yaa kak😘",5
"barang ok,harga murah meriah,kwalitas bagus,udah di coba...MANTUL...mantap betul...NB: cuma sayang pengiriman lama...",5
"Maaf baru kasih ulasan,paket'y datang telat,tp gpp lah yg penting awet pompa elektrik'y.thnk lazada & seler👍",5
"barang bagus, packing bagus.... dpt harga murah. jd pngen sering2 blanja klu murah. sayangnya berat di ongkir....",3
"Alhamdulillah paket udah sy terima,dan sesuai dgn pesenan paking juga rapih,terima kasih lazada atas kerja samanya sukses terus untuk lazada",5
"baRangya da nyampek kurir Ramah... Barang berfungsi.. 
hanya saja.. Kabel USBnya kxk gak cocok.. apa gimana Ujung soketnya panjang bnget dan gak bisa buat ngecas.. eeeh pas aq coba pakek carger hpku malah bisa jd Fix ok.. makasih lazada",3
alhamdulillah barang nya udh sampai packing nya rapi barang nya jga berfungsi dgn bgs kurirnya jga ramah pokoknya puas belanja disini ,5
"sangat puas sekali ini kedua kalinya saya pesan,kwalitas barang sangat terjamin.trimakasih banyak lazada dan resseler",5
"maaf baru ulas krna saya lupa....brgnya udah nyampe bbrpa hari lalu...packing rapi,brgnya bagus bgt di cas ok lancar lah pokoknya...mkshi toko nya n lazada makshi jg kurirnya langgananku yg paling ramah",5
"barang sudah mendarat dengan baik dan dapat di gunakan thq seller dan kurir nya ramah
btw ini di cas brp lama ya ?
soalnya aku cas 1jm lbh lampu indikator tetap merah tidak menandakan perubahan untuk selesai nya
mohon d jwb ya seller
terimakasih

",5
barang nya oke bangget puas belanja di sini uda berp kali selalu ok bsok bsok mau bli lagi lah❤❤❤❤❤💋💋💋💋 ,5
barang bagus semoga awet mksh good seler.....,5
Paket sudah di terima kurir nya ramah mksh,5
barang ok mantap,5
Pesan 2 Alhamdulillah berfungsi 22 nya...,5
ok banget barang bagus dan berfungsi dgn baik thanks ...,5
paking rapi barang ok kurir ramah,5
barang berfungsi dgn baik 👍👍👍,5
bagus...tp pengiriman agak lama,5
"Barangnya ok 
 dicoba ces pleng  mancur airnya
Makasih saya puas banget",5
muantap... cepat pengiriman nya ,5
"Alhamdulilah barang sudah diterima, bagus & berfungsi dgn baik. Thanks lazada....",5
"makasih min barang ok ga ada kendala dan lancar


",5
bagus ... sesuai pesanan brang berfungsi dengan baik,5
"mantulll mksih lazada brngnya bagus, buat kurir nya baik banget mksih semoga bermanfaat",5
Alhamdulillah bgus sesuai yang diharapkan,5
Mantul brfungsi dgn baik😍,4
barang sesuai pesanan ,5
Alhamdulillah.. perigud 👍,5
Barang udh smpe kualitas fungsi ok kurir ok,5
"terima kasih barang sudah sampai sesuai fotonya, terima kasih seller , terima kasih lazada👍",5
bagus kemasan nya rapi msih bersegel kurir nya lngganan bngt ttangga aku,5
Barang sesuwai pesanan. Sudah di coba semuanya normal. Trimakasi👍,3
